Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
"North Georgia Community Action, Inc.",Jasper,GA,44945,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,27,DR,DO,27,0.75,,0.02,,54.02,,1,,37.17,,0.00,,"30,322",,"1,510,216",,"40,629",,"27,957",,0,,"317,270",
Southern Iowa Trolley,Creston,IA,70221,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,27,DR,DO,27,4.22,,0.20,,41.46,,2,,20.86,,0.00,,"355,858",,"1,757,527",,"84,240",,"42,387",,0,,"356,982",
Alamance County Transportation Authority,Burlington,NC,40225,Independent Public Agency or Authority of Transit Service,Reduced Reporter,11728,"Burlington, NC","145,311",27,DR,DO,27,0.00,,0.00,,55.08,,2,,26.54,,0.00,,0,,"1,891,560",,"71,265",,"34,344",,0,,"509,216",
A&C Bus Corporation & Montgomery & Westside Owners Association,Jersey City,NJ,20219,Private-For-Profit Corporation,Reduced Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",27,MB,DO,27,1.26,,0.83,,92.19,,60,,1.53,,0.00,,"4,206,488",,"5,085,567",,"3,333,548",,"55,164",,0,,"375,117",
"Vail, Town of",Vail,CO,88298,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,27,MB,DO,26,0.00,,0.00,,97.97,,34,,2.84,,0.00,,0,,"6,532,605",,"2,299,319",,"66,678",,0,,"760,836",
"Buncombe County, dba: Mountain Mobility",Asheville,NC,40224,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3358,"Asheville, NC","285,776",27,DR,PT,24,9.83,,0.30,,83.91,,3,,32.82,,3.47,,"816,366",,"2,726,376",,"83,063",,"32,493",,"785,814",,"614,298",
Williamsburg County Transit System,Kingstree,SC,40952,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,27,DR,DO,23,21.39,,0.45,,49.25,,1,,47.83,,0.00,,"228,822",,"511,742",,"10,700",,"10,390",,0,,"196,955",
Palos Verdes Peninsula Transit Authority,Palos Verdes Peninsula,CA,90287,Independent Public Agency or Authority of Transit Service,Reduced Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",27,MB,PT,21,1.58,,0.08,,148.17,,7,,19.82,,0.00,,"190,691",,"2,392,120",,"120,680",,"16,144",,0,,"238,414",
"The County Commissioners of Carroll County, Maryland, dba: Carroll Transit System",Westminster,MD,30092,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,31519,"Frederick, MD","176,456",27,DR,PT,20,3.97,,0.13,,51.39,,2,,30.05,,0.00,,"208,295",,"1,574,897",,"52,414",,"30,646",,0,,"384,781",
"Davidson County , dba: Davidson County Transportation",Lexington,NC,40131,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,38809,"High Point, NC","167,830",27,DR,PT,20,0.00,,0.00,,94.31,,4,,23.59,,0.00,,0,,"991,718",,"42,032",,"10,515",,0,,"319,736",
McLennan County,Waco,TX,66276,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,27,CB,DO,2,1.29,,0.13,,22.00,,2,,9.79,,0.00,,"13,391",,"101,444",,"10,358",,"4,611",,0,,"90,304",
"District Three Governmental Cooperative, dba: Mountain Lynx Transit",Marion,VA,30123,Independent Public Agency or Authority of Transit Service,Reduced Reporter,10351,"Bristol, TN--VA","70,638",27,DR,DO,19,1.98,,0.06,,69.05,,2,,32.58,,0.00,,"111,313",,"1,835,778",,"56,345",,"26,586",,0,,"259,303",
Berkshire Regional Transit Authority,Pittsfield,MA,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,69778,"Pittsfield, MA","50,720",27,MB,PT,17,1.30,,0.08,,145.13,,8,,17.14,,3.77,,"508,150",,"6,718,135",,"391,921",,"46,289",,"1,783,241",,"835,416",
Pomona Valley Transportation Authority,La Verne,CA,99425,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",27,DR,PT,16,1.48,,0.03,,104.19,,2,,45.50,,11.26,,"80,294",,"2,466,784",,"54,217",,"23,675",,"219,142",,"333,871",
Autonomous Municipality of Ponce,Ponce,PR,40234,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,70642,"Ponce, PR","118,345",27,MB,DO,16,0.00,,0.00,,94.60,,11,,8.39,,0.00,,0,,"2,093,735",,"249,484",,"22,132",,0,,"208,872",
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,34813,"Green Bay, WI","224,156",27,MB,DO,15,0.93,,0.11,,109.97,,13,,8.22,,2.57,,"636,138",,"5,605,286",,"681,502",,"50,973",,"2,182,889",,"758,549",
McLennan County,Waco,TX,66276,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,27,DR,DO,15,2.55,,0.04,,96.10,,1,,65.58,,0.00,,"43,243",,"1,111,590",,"16,949",,"11,567",,0,,"280,576",
Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,70013,Independent Public Agency or Authority of Transit Service,Reduced Reporter,92593,"Waterloo, IA","114,139",27,DR,DO,15,11.42,,0.23,,108.17,,2,,49.05,,0.00,,"459,935",,"1,975,525",,"40,275",,"18,263",,0,,"244,765",
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,72613,"Pueblo, CO","120,642",27,MB,DO,14,0.62,,0.08,,115.37,,14,,8.07,,2.08,W,"308,974",,"4,013,846",,"497,528",,"34,791",,"1,930,409",W,"482,040",
"City of Las Cruces NM, dba: RoadRUNNER Transit",Las Cruces,NM,60049,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,47935,"Las Cruces, NM","139,338",27,DR,DO,14,0.68,,0.01,,97.59,,2,,58.56,,0.00,,"23,619",,"2,025,765",,"34,594",,"20,758",,0,,"157,885",
Indian River County,Vero Beach,FL,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,90406,"Vero Beach--Sebastian, FL","174,292",27,MB,PT,14,0.00,,0.00,,74.78,,24,,3.10,,0.68,,0,,"3,730,226",,"1,204,772",,"49,880",,"5,498,505",,"894,712",
Indian River County,Vero Beach,FL,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,90406,"Vero Beach--Sebastian, FL","174,292",27,DR,PT,13,0.00,,0.00,,78.42,,2,,48.50,,6.26,,0,,"1,671,782",,"34,469",,"21,317",,"267,065",,"316,209",
"City of Las Cruces NM, dba: RoadRUNNER Transit",Las Cruces,NM,60049,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,47935,"Las Cruces, NM","139,338",27,MB,DO,13,0.86,,0.07,,106.88,,9,,12.23,,0.00,,"294,156",,"4,162,090",,"340,219",,"38,940",,0,,"502,333",
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,72613,"Pueblo, CO","120,642",27,DR,PT,13,1.90,,0.08,,71.32,,3,,23.90,,5.48,,"86,425",,"1,088,696",,"45,549",,"15,264",,"198,622",,"233,120",
Regional Transportation Authority,Madison,TN,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",27,CB,PT,13,2.34,,0.06,,236.28,,6,,37.11,,1.06,,"107,291",,"1,700,725",,"45,830",,"7,198",,"1,605,061",,"221,448",
Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,70013,Independent Public Agency or Authority of Transit Service,Reduced Reporter,92593,"Waterloo, IA","114,139",27,MB,DO,12,1.43,,0.06,,129.75,,5,,24.99,,0.00,,"248,510",,"4,342,112",,"173,738",,"33,465",,0,,"487,149",
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,34813,"Green Bay, WI","224,156",27,DR,PT,12,5.47,,0.16,,77.65,,2,,34.17,,6.68,,"256,141",,"1,601,154",,"46,859",,"20,620",,"239,681",,"361,147",
Autonomous Municipality of Ponce,Ponce,PR,40234,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,70642,"Ponce, PR","118,345",27,DR,DO,11,0.00,,0.00,,50.96,,1,,47.61,,0.00,,0,,"416,519",,"8,748",,"8,173",,0,,"70,616",
Pomona Valley Transportation Authority,La Verne,CA,99425,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",27,DR,TX,11,1.32,,0.03,,138.01,,3,,42.02,,7.62,,"23,158",,"735,590",,"17,505",,"5,330",,"96,514",,"86,889",
Berkshire Regional Transit Authority,Pittsfield,MA,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,69778,"Pittsfield, MA","50,720",27,DR,PT,10,3.34,,0.05,,79.05,,1,,61.14,,9.24,,"64,867",,"1,187,298",,"19,420",,"15,019",,"128,476",,"179,035",
McLennan County,Waco,TX,66276,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,27,DR,PT,10,0.00,,0.00,,25.89,,1,,27.36,,0.00,,0,,"92,518",,"3,382",,"3,573",,0,,"58,436",
"Vail, Town of",Vail,CO,88298,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,27,DR,DO,1,0.00,,0.00,,35.00,,6,,5.83,,0.00,,0,,35,,6,,1,,0,,4,
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28333,"Evansville, IN","206,855",26,DR,DO,9,10.99,,0.21,,113.55,,2,,53.57,,8.76,,"407,812",,"1,988,182",,"37,116",,"17,509",,"226,950",,"211,873",
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",26,MB,DO,8,1.33,,0.05,,73.40,,3,,27.07,,2.65,,"92,694",,"1,880,355",,"69,469",,"25,617",,"708,584",,"461,456",
"City of Rocky Mount, dba: Tar River Transit",Rocky Mount,NC,40096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,75988,"Rocky Mount, NC","63,297",26,MB,PT,7,0.90,,0.08,,92.65,,8,,10.99,,0.00,,"162,374",,"1,978,921",,"180,011",,"21,360",,0,,"331,462",
People for People Moses Lake,Yakima,WA,00287,Private-Non-Profit Corporation,Rural Reporter,,,,26,MB,DO,7,0.00,,0.00,,71.07,,1,,99.44,,0.00,,0,,"937,847",,"9,431",,"13,197",,0,,"316,286",
Mendocino Transit Authority,Ukiah,CA,91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,26,DR,DO,6,2.57,,0.06,,95.16,,2,,43.76,,0.00,,"47,819",,"815,531",,"18,636",,"8,570",,0,,"65,315",
Lake Transit Authority,Lower Lake,CA,91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,26,DR,PT,5,4.24,,0.05,,90.63,,1,,83.32,,0.00,,"21,329",,"419,421",,"5,034",,"4,628",,0,,"107,936",
"City of Cedar Rapids, dba: Cedar Rapids Transit",Cedar Rapids,IA,70008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,14752,"Cedar Rapids, IA","192,844",26,DR,PT,4,8.87,,0.19,,98.80,,2,,47.81,,6.67,,"127,609",,"584,705",,"14,386",,"6,962",,"103,175",,"143,688",
Bamberg County Office On Aging,Bamberg,SC,40974,Area Agency on Aging,Rural Reporter,,,,26,DR,DO,26,18.60,,0.58,,53.26,,2,,31.90,,0.00,,"1,012,076",,"1,735,712",,"54,408",,"32,591",,0,,"1,046,144",
"St. Tammany Parish Government, dba: STAR Transit",Mandeville,LA,60109,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,82468,"Slidell, LA","91,587",26,DR,PT,26,0.32,,0.01,,83.93,,2,,48.66,,0.00,,"14,018",,"2,132,330",,"43,817",,"25,405",,0,,"232,316",
"Suwannee River Economic Council, Inc.",Live Oak,FL,41037,Private-Non-Profit Corporation,Rural Reporter,,,,26,DR,DO,26,12.19,,0.17,,96.98,,1,,73.78,,0.00,,"460,169",,"2,784,194",,"37,738",,"28,710",,0,,"629,808",
Morris County Human Services,Morristown,NJ,20210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",26,DR,DO,26,0.00,,0.00,,110.65,,2,,57.26,,0.00,,0,,"1,878,326",,"32,803",,"16,975",,0,,"304,233",
"Spartanburg Regional Health Services, Inc.",Spartanburg,SC,40244,State Government Unit or Department of Transportation,Full Reporter,83548,"Spartanburg, SC","196,943",26,DR,DO,26,14.14,,0.27,,101.45,,2,,51.44,,4.81,,"1,105,662",,"4,022,831",,"78,198",,"39,652",,"836,316",,"836,661",
Huntingdon-Bedford-Fulton Area Agency on Aging,Bedford,PA,31039,Area Agency on Aging,Rural Reporter,,,,26,DR,DO,26,20.53,,0.64,,101.27,,3,,32.08,,0.00,,"1,192,501",,"1,863,690",,"58,087",,"18,403",,0,,"442,980",
"Lee County, dba: Lee-Ogle Transportation System",Dixon,IL,50250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,26,DR,DO,26,0.74,,0.03,,105.17,,4,,28.32,,0.00,,"57,619",,"2,210,406",,"78,058",,"21,017",,0,,"584,796",
Regional Planning Commission of Greater Birmingham,Birmingham,AL,40169,"MPO, COG or Other Planning Agency",Full Reporter,7786,"Birmingham, AL","774,956",26,VP,PT,26,6.64,,0.83,,30.85,,4,,7.99,,0.13,,"308,582",,"371,084",,"46,444",,"12,027",,"2,801,756",,"699,095",
"SPAN, Incorporated",Denton,TX,60116,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,23500,"Denton--Lewisville, TX","429,461",26,DR,DO,26,3.14,,0.05,,102.60,,2,,63.94,,0.00,,"127,252",,"2,589,273",,"40,498",,"25,237",,0,,"557,102",
Municipality of Carolina,Carolina,PR,40125,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,79093,"San Juan, PR","1,844,410",26,MB,DO,24,0.00,,0.00,,56.15,,4,,13.47,,0.00,,0,,"2,315,244",,"171,912",,"41,235",,0,,"275,807",
"City of Cedar Rapids, dba: Cedar Rapids Transit",Cedar Rapids,IA,70008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,14752,"Cedar Rapids, IA","192,844",26,MB,DO,22,0.10,,0.01,,126.68,,12,,10.48,,2.18,,"73,550",,"7,750,834",,"739,445",,"61,182",,"3,549,336",,"968,950",
Lake Transit Authority,Lower Lake,CA,91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,26,MB,PT,21,2.02,,0.11,,93.59,,5,,18.37,,0.00,,"290,649",,"2,645,824",,"144,054",,"28,269",,0,,"636,590",
Mendocino Transit Authority,Ukiah,CA,91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,26,MB,DO,20,2.30,,0.04,,207.47,,4,,58.49,,0.00,,"191,414",,"4,871,575",,"83,286",,"23,481",,0,,"463,682",
Municipality of Carolina,Carolina,PR,40125,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,79093,"San Juan, PR","1,844,410",26,DR,DO,2,0.00,,0.00,,177.06,,0,,436.72,,0.00,,0,,"169,448",,388,,957,,0,,"5,555",
"City of Rocky Mount, dba: Tar River Transit",Rocky Mount,NC,40096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,75988,"Rocky Mount, NC","63,297",26,DR,PT,19,18.00,,0.68,,44.39,,2,,26.49,,0.00,,"1,921,382",,"2,828,233",,"106,758",,"63,707",,0,,"1,364,938",
People for People Moses Lake,Yakima,WA,00287,Private-Non-Profit Corporation,Rural Reporter,,,,26,DR,DO,19,0.00,,0.00,,72.41,,1,,109.64,,0.00,,0,,"883,135",,"8,055",,"12,197",,0,,"203,455",
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",26,DR,DO,18,7.98,,0.35,,66.78,,3,,22.99,,2.03,,"771,293",,"2,223,349",,"96,695",,"33,296",,"1,094,653",,"693,028",
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28333,"Evansville, IN","206,855",26,MB,DO,17,1.40,,0.18,,83.73,,11,,7.83,,2.13,,"1,101,694",,"6,160,583",,"786,470",,"73,579",,"2,894,209",,"1,019,624",
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,45910,"La Crosse, WI--MN","98,872",26,MB,DO,16,0.75,,0.08,,91.29,,10,,9.42,,3.15,,"440,101",,"5,539,828",,"587,835",,"60,681",,"1,760,821",,"887,773",
Treasure Valley Transit,Nampa,ID,00373,Private-Non-Profit Corporation,Reduced Reporter,60976,"Nampa, ID","177,561",26,DR,DO,15,13.02,,0.28,,136.70,,3,,46.09,,0.00,,"459,800",,"1,627,607",,"35,315",,"11,906",,0,,"195,421",
Twin Transit,Centralia,WA,00364,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,26,DR,DO,14,3.69,,0.06,,62.26,,1,,58.49,,0.00,,"32,541",,"516,249",,"8,826",,"8,292",,0,,"157,605",
"Bay County Transportation Planning Organization, dba: Bayway",Panama City,FL,40185,"MPO, COG or Other Planning Agency",Full Reporter,67305,"Panama City--Panama City Beach, FL","162,060",26,DR,PT,14,1.08,,0.03,,93.61,,3,,32.30,,2.66,,"48,945",,"1,467,881",,"45,452",,"15,681",,"551,528",,"257,265",
Twin Transit,Centralia,WA,00364,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,26,MB,DO,12,0.00,,0.00,,215.15,,7,,31.89,,0.00,,115,,"4,436,334",,"139,121",,"20,620",,0,,"429,913",
"Bay County Transportation Planning Organization, dba: Bayway",Panama City,FL,40185,"MPO, COG or Other Planning Agency",Full Reporter,67305,"Panama City--Panama City Beach, FL","162,060",26,MB,PT,12,1.13,,0.10,,91.36,,8,,11.95,,1.97,,"344,741",,"3,630,555",,"303,829",,"39,737",,"1,845,467",,"494,953",
Treasure Valley Transit,Nampa,ID,00373,Private-Non-Profit Corporation,Reduced Reporter,60976,"Nampa, ID","177,561",26,MB,DO,11,0.02,,0.00,,92.92,,3,,29.40,,0.00,,"1,260",,"1,605,276",,"54,592",,"17,275",,0,,"354,796",
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,45910,"La Crosse, WI--MN","98,872",26,DR,PT,10,17.01,,0.60,,74.89,,3,,28.54,,4.07,,"315,376",,"529,094",,"18,536",,"7,065",,"129,884",,"124,594",
"Lee County, dba: Lee-Ogle Transportation System",Dixon,IL,50250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,26,MB,DO,0,0.00,,0.00,,0.00,,0,,0.00,,0.00,,0,,0,,0,,0,,0,,0,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,82225,"Sioux City, IA--NE--SD","113,066",25,DR,PT,8,3.56,,0.13,,94.94,,3,,28.40,,6.32,,"140,069",,"1,116,555",,"39,310",,"11,761",,"176,804",,"163,958",
Sandusky Transit System,Sandusky,OH,50164,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,78774,"Sandusky--Port Clinton, OH","61,743",25,MB,DO,7,0.42,,0.07,,50.85,,8,,6.25,,0.00,,"152,430",,"2,241,429",,"358,827",,"44,078",,0,,"632,740",
"City of Montgomery, dba: The M (Montgomery Area Transit System)",Montgomery,AL,40044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,58600,"Montgomery, AL","254,348",25,DR,DO,6,3.24,,0.03,,157.95,,1,,127.46,,15.30,,"47,332",,"1,862,667",,"14,614",,"11,793",,"121,770",,"173,015",
Frankfort Transit System,Frankfort,KY,41120,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,25,MB,DO,5,0.19,,0.01,,81.49,,5,,15.00,,0.00,,"12,767",,"1,029,788",,"68,637",,"12,637",,0,,"218,063",
South East Area Transit,Zanesville,OH,50341,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,25,MB,DO,5,0.41,,0.01,,98.23,,3,,30.97,,0.00,,"18,038",,"1,358,661",,"43,865",,"13,832",,0,,"207,674",
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,79417,"Santa Maria, CA","143,609",25,DR,PT,5,3.07,,0.10,,92.39,,3,,31.79,,3.69,,"47,034",,"486,916",,"15,316",,"5,270",,"131,924",,"83,167",
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,10045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,37243,"Hartford, CT","977,158",25,MB,PT,5,0.17,,0.02,,56.84,,6,,10.30,,2.08,,"18,717",,"1,161,536",,"112,819",,"20,437",,"559,488",,"183,331",
Chautauqua County,Mayville,NY,20959,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,25,DR,DO,5,0.87,,0.03,,58.29,,2,,25.98,,0.00,,"36,525",,"1,090,313",,"41,960",,"18,704",,0,,"92,455",
Lee-Russell Council of Governments,Opelika,AL,40073,"MPO, COG or Other Planning Agency",Reduced Reporter,4033,"Auburn, AL","100,842",25,MB,DO,4,0.00,,0.00,,34.29,,5,,6.33,,0.00,,0,,"135,774",,"21,461",,"3,960",,0,,"67,584",
"The County of Iredell, dba: Iredell County Area Transportation Services",Statesville,NC,40205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,15670,"Charlotte, NC--SC","1,379,873",25,MB,DO,3,2.53,,0.33,,62.95,,8,,7.61,,0.00,,"165,110",,"495,543",,"65,154",,"7,872",,0,,"155,957",
