Agency,NTD ID,Operating Federal,Operating State,Operating Local,Operating Other,Capital Federal,Capital State,Capital Local,Capital Other,Number of Operating Fleets,Ridership,Total OE,OpExp VO,OpExp VM,OpExp NVM,OpExp GA,FARES,DRM,VRM,VRH,UPT,PMT,Days of Service Operated,Days Not Operated Due to Emergencies,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW,City,State,Cluster
"Kankakee County, dba: SHOW BUS Public Transportation, NFP",50328,421121.0,283782.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,704903.0,0.0,0.0,0.0,0.0,0.0,0.0,213335.0,12232.0,25839.0,0.0,0.0,0.0,0.0,0.0,Kankakee,IL,0
Woodford County,50329,176638.0,248507.0,0.0,62736.0,0.0,0.0,0.0,0.0,9.0,0.0,487881.0,0.0,0.0,0.0,0.0,62736.0,0.0,247257.0,8343.0,8814.0,0.0,0.0,0.0,0.0,0.0,Eureka,IL,0
"DeKalb County Council on Aging , dba: Dekalb Area Rural Transit",50330,329570.0,97561.0,167695.0,60221.0,0.0,0.0,0.0,0.0,7.0,0.0,655047.0,0.0,0.0,0.0,0.0,56257.0,0.0,158656.0,10622.0,18119.0,0.0,0.0,0.0,0.0,0.0,Auburn,IN,0
"Hibbing, City of",50332,70115.0,329559.0,7264.0,56330.0,0.0,0.0,0.0,0.0,8.0,0.0,463268.0,0.0,0.0,0.0,0.0,56330.0,0.0,96235.0,7785.0,40679.0,0.0,0.0,0.0,0.0,0.0,Hibbing,MN,0
"Prairie Five CAC, Inc.",50334,378185.0,1658464.0,274269.0,254152.0,145587.0,18199.0,18198.0,0.0,58.0,0.0,2565070.0,0.0,0.0,0.0,0.0,254152.0,0.0,403716.0,34590.0,118024.0,0.0,0.0,0.0,0.0,0.0,Montevideo,MN,0
Greater Lapeer Transportation Authority,50335,823514.0,717104.0,139082.0,373649.0,12028.0,3007.0,0.0,0.0,27.0,0.0,2053349.0,0.0,0.0,0.0,0.0,372858.0,0.0,474285.0,34308.0,103845.0,0.0,0.0,0.0,0.0,0.0,Lapeer ,MI,0
City of Waupaca,50336,137201.0,65907.0,64206.0,206127.0,0.0,0.0,0.0,0.0,6.0,0.0,473441.0,0.0,0.0,0.0,0.0,206127.0,0.0,162022.0,14724.0,45634.0,0.0,0.0,0.0,0.0,0.0,Waupaca,WI,0
Branch Area Transit Authority,50337,788005.0,680737.0,261999.0,224729.0,6000.0,0.0,0.0,0.0,26.0,0.0,1955470.0,0.0,0.0,0.0,0.0,192057.0,0.0,385587.0,29730.0,135485.0,0.0,0.0,0.0,0.0,0.0,Coldwater,MI,0
"McLean County, dba: SHOW BUS Public Transportation, NFP",50338,1250186.0,844602.0,0.0,506.0,0.0,14040.0,0.0,0.0,27.0,0.0,2095294.0,0.0,0.0,0.0,0.0,506.0,0.0,373218.0,19702.0,56643.0,0.0,0.0,0.0,0.0,0.0,Bloomington,IL,0
Monroe Randolph Transit District,50339,379530.0,254373.0,0.0,46935.0,0.0,61482.0,0.0,0.0,8.0,0.0,680838.0,0.0,0.0,0.0,0.0,35740.0,0.0,157492.0,8328.0,8021.0,0.0,0.0,0.0,0.0,0.0,Sparta,IL,0
Otsego County Board of Commissioners,50340,478699.0,420857.0,186492.0,116903.0,171549.0,42887.0,0.0,0.0,14.0,0.0,1202951.0,0.0,0.0,0.0,0.0,73388.0,0.0,225531.0,19689.0,39229.0,0.0,0.0,0.0,0.0,0.0,Gaylord,MI,0
South East Area Transit,50341,3870007.0,72550.0,220424.0,3436651.0,0.0,0.0,0.0,0.0,50.0,0.0,7599632.0,0.0,0.0,0.0,0.0,132613.0,0.0,1016032.0,42354.0,131861.0,0.0,0.0,0.0,0.0,0.0,Zanesville,OH,0
"LINK Hendricks County, dba: Hendricks and Morgan County Connect",50342,934920.0,281806.0,0.0,184561.0,8552.0,2138.0,0.0,0.0,23.0,510914.0,1401287.0,911901.0,77275.0,6360.0,405751.0,162955.0,0.0,336402.0,21892.0,38797.0,276836.0,254.0,0.0,0.0,0.0,Danville,IN,10
Perry County Transit,50343,1001858.0,244952.0,25500.0,736472.0,284806.0,0.0,57055.0,0.0,24.0,0.0,2008782.0,0.0,0.0,0.0,0.0,81565.0,0.0,702417.0,30675.0,43079.0,0.0,0.0,0.0,0.0,0.0,New Lexington,OH,0
Ogemaw County Public Transportation,50344,389352.0,332115.0,174077.0,63385.0,10350.0,2587.0,0.0,0.0,12.0,0.0,958929.0,0.0,0.0,0.0,0.0,56523.0,0.0,215178.0,13570.0,37454.0,0.0,0.0,0.0,0.0,0.0,West Branch,MI,0
Effingham County,50345,94512.0,341838.0,74764.0,14791.0,0.0,0.0,0.0,0.0,12.0,0.0,525905.0,0.0,0.0,0.0,0.0,14190.0,0.0,181918.0,15848.0,31210.0,0.0,0.0,0.0,0.0,0.0,Effingham,IL,0
Sanilac County Board of Commissioners,50346,609659.0,524644.0,326874.0,48247.0,27638.0,6910.0,0.0,0.0,16.0,0.0,1509424.0,0.0,0.0,0.0,0.0,40380.0,0.0,470336.0,20289.0,53951.0,0.0,0.0,0.0,0.0,0.0,Sandusky,MI,0
"Blue River Services , dba: Southern Indiana Transit System",50347,592279.0,189448.0,73965.0,0.0,56005.0,0.0,16340.0,0.0,28.0,0.0,855692.0,0.0,0.0,0.0,0.0,0.0,0.0,156183.0,7024.0,18500.0,0.0,0.0,0.0,0.0,0.0,Corydon,IN,0
"Winona, City of",50349,140852.0,597279.0,73347.0,202915.0,0.0,73337.0,18334.0,0.0,12.0,0.0,1014393.0,0.0,0.0,0.0,0.0,202915.0,0.0,208597.0,20235.0,84533.0,0.0,0.0,0.0,0.0,0.0,Winona,MN,0
City of Waupun,50350,77894.0,17858.0,23418.0,36733.0,0.0,0.0,0.0,0.0,2.0,0.0,155903.0,0.0,0.0,0.0,0.0,36733.0,0.0,39817.0,5640.0,11297.0,0.0,0.0,0.0,0.0,0.0,Waupun,WI,0
"Hamilton County Express Public Transit, dba: Hamilton County Express",50351,571392.0,0.0,0.0,48120.0,0.0,0.0,0.0,0.0,15.0,0.0,619512.0,0.0,0.0,0.0,0.0,38447.0,0.0,162894.0,11854.0,21494.0,0.0,0.0,0.0,0.0,0.0,Noblesville,IN,0
"Kendall County, dba: Kendall Area Transit",50352,209184.0,769081.0,0.0,196907.0,0.0,0.0,0.0,0.0,15.0,0.0,1175172.0,0.0,0.0,0.0,0.0,196907.0,0.0,136723.0,17091.0,22806.0,0.0,0.0,0.0,0.0,0.0,Yorkville,IL,0
"Tri-Valley Opportunity Council, Inc.",50353,500900.0,2531128.0,181458.0,201995.0,73600.0,9200.0,9398.0,0.0,36.0,0.0,3415481.0,0.0,0.0,0.0,0.0,201995.0,0.0,410014.0,32212.0,154408.0,0.0,0.0,0.0,0.0,0.0,Crookston,MN,0
"City of Huntingburg, dba: Huntingburg Transit System",50354,108207.0,24721.0,72315.0,16921.0,0.0,0.0,0.0,0.0,3.0,0.0,222164.0,0.0,0.0,0.0,0.0,16921.0,0.0,23116.0,2666.0,11589.0,0.0,0.0,0.0,0.0,0.0,Huntingburg,IN,0
Barry County Transit,50355,669788.0,575469.0,282174.0,129287.0,0.0,0.0,177490.0,0.0,16.0,0.0,1656718.0,0.0,0.0,0.0,0.0,115216.0,0.0,360607.0,21218.0,63001.0,0.0,0.0,0.0,0.0,0.0,Hastings,MI,0
Delta Area Transit Authority,50356,627186.0,604627.0,378253.0,129999.0,177432.0,22111.0,0.0,0.0,19.0,0.0,1740065.0,0.0,0.0,0.0,0.0,89195.0,0.0,316200.0,16166.0,68677.0,0.0,0.0,0.0,0.0,0.0,Escanaba,MI,0
"City of New Castle, dba: New Castle Transit",50358,489657.0,93408.0,242335.0,2815.0,0.0,0.0,0.0,0.0,4.0,0.0,828215.0,0.0,0.0,0.0,0.0,2815.0,0.0,38981.0,7170.0,32285.0,0.0,0.0,0.0,0.0,0.0,New Castle,IN,0
City of Stevens Point,50359,1621759.0,151204.0,88380.0,322847.0,0.0,0.0,0.0,0.0,20.0,0.0,2184190.0,0.0,0.0,0.0,0.0,313299.0,0.0,280077.0,21645.0,129214.0,0.0,0.0,0.0,0.0,0.0,Stevens Point,WI,0
City of New Richmond,50360,106036.0,28501.0,43481.0,58264.0,0.0,0.0,0.0,0.0,2.0,0.0,236282.0,0.0,0.0,0.0,0.0,58264.0,0.0,67954.0,7042.0,15297.0,0.0,0.0,0.0,0.0,0.0,New Richmond,WI,0
"Huntington County Council on Aging , dba: Huntington Area Transportation Service",50361,473940.0,138669.0,107953.0,43988.0,0.0,0.0,0.0,0.0,15.0,0.0,764550.0,0.0,0.0,0.0,0.0,41388.0,0.0,255224.0,21081.0,32248.0,0.0,0.0,0.0,0.0,0.0,Huntington,IN,0
Huron County Transit,50362,176650.0,146420.0,14987.0,51598.0,20098.0,0.0,5025.0,0.0,10.0,0.0,389655.0,0.0,0.0,0.0,0.0,35476.0,0.0,169119.0,11361.0,11219.0,0.0,0.0,0.0,0.0,0.0,Norwalk,OH,0
Scioto County/Access Scioto County,50363,283879.0,109702.0,23788.0,355468.0,60507.0,0.0,6779.0,0.0,12.0,0.0,772837.0,0.0,0.0,0.0,0.0,23841.0,0.0,182335.0,14455.0,43824.0,0.0,0.0,0.0,0.0,0.0,Portsmouth,OH,0
"Jo Daviess County, dba: Jo Daviess County Transit",50364,186154.0,655992.0,70660.0,22228.0,0.0,0.0,0.0,0.0,14.0,0.0,935034.0,0.0,0.0,0.0,0.0,22228.0,0.0,288606.0,14273.0,25205.0,0.0,0.0,0.0,0.0,0.0,Galena,IL,0
"Area IV Agency on Aging and Community Action Programs , dba: Tippecanoe County Transit",50365,87077.0,10960.0,62604.0,3767.0,0.0,0.0,167970.0,0.0,5.0,0.0,164408.0,0.0,0.0,0.0,0.0,3767.0,0.0,12869.0,1031.0,725.0,0.0,0.0,0.0,0.0,0.0,Lafayette,IN,0
Door County,50366,542241.0,228628.0,51531.0,151618.0,0.0,0.0,0.0,0.0,18.0,0.0,974018.0,0.0,0.0,0.0,0.0,151618.0,0.0,326392.0,24622.0,38731.0,0.0,0.0,0.0,0.0,0.0,Sturgeon Bay,WI,0
"Manistee County Transportation, Inc.",50369,1765547.0,1535176.0,952171.0,124327.0,10734.0,2683.0,0.0,0.0,24.0,0.0,4377221.0,0.0,0.0,0.0,0.0,121814.0,0.0,612496.0,37436.0,118304.0,0.0,0.0,0.0,0.0,0.0,Manistee ,MI,0
Huron Transit Corporation,50370,1908353.0,1695562.0,116001.0,1109366.0,308192.0,88348.0,0.0,0.0,46.0,0.0,4829282.0,0.0,0.0,0.0,0.0,1109178.0,0.0,2138103.0,84023.0,399075.0,0.0,0.0,0.0,0.0,0.0,Bad Axe,MI,0
Ontonagon County Public Transit,50371,326757.0,275007.0,145382.0,51248.0,0.0,0.0,0.0,0.0,5.0,0.0,798394.0,0.0,0.0,0.0,0.0,51023.0,0.0,125883.0,7731.0,27006.0,0.0,0.0,0.0,0.0,0.0,Ontonagon,MI,0
Cadillac/Wexford Transit Authority,50374,1341673.0,1111817.0,709472.0,117243.0,115674.0,28919.0,0.0,0.0,27.0,0.0,3280205.0,0.0,0.0,0.0,0.0,107426.0,0.0,1194114.0,73701.0,130726.0,0.0,0.0,0.0,0.0,0.0,Cadillac,MI,0
City of Whitewater,50375,64873.0,33534.0,44707.0,70956.0,0.0,0.0,0.0,0.0,3.0,0.0,214070.0,0.0,0.0,0.0,0.0,70956.0,0.0,54790.0,6456.0,21789.0,0.0,0.0,0.0,0.0,0.0,Whitewater,WI,0
Hancock Area Transportation Services,50377,784141.0,362089.0,146175.0,302265.0,0.0,0.0,0.0,0.0,17.0,0.0,1594670.0,0.0,0.0,0.0,0.0,82108.0,0.0,498336.0,36024.0,63434.0,0.0,0.0,0.0,0.0,0.0,Findlay,OH,0
Becker County Transit,50379,83534.0,368746.0,0.0,65709.0,73600.0,9200.0,9207.0,0.0,5.0,0.0,517989.0,0.0,0.0,0.0,0.0,65709.0,0.0,103274.0,8811.0,39736.0,0.0,0.0,0.0,0.0,0.0,Detroit Lakes,MN,0
Ashland Public Transit,50382,355554.0,245825.0,103242.0,158779.0,45653.0,0.0,11414.0,0.0,8.0,0.0,863400.0,0.0,0.0,0.0,0.0,63879.0,0.0,165785.0,12895.0,36163.0,0.0,0.0,0.0,0.0,0.0,Ashland,OH,0
Van Buren Public Transit,50383,824043.0,716744.0,391941.0,120532.0,0.0,104028.0,0.0,0.0,32.0,0.0,2053260.0,0.0,0.0,0.0,0.0,107296.0,0.0,467280.0,33310.0,64035.0,0.0,0.0,0.0,0.0,0.0,Bangor,MI,0
Brown County Family Services,50384,132665.0,674907.0,1613.0,39963.0,0.0,0.0,4000.0,0.0,7.0,0.0,849148.0,0.0,0.0,0.0,0.0,39963.0,0.0,157509.0,10721.0,40102.0,0.0,0.0,0.0,0.0,0.0,0,MN,0
Hancock County,50385,120418.0,129437.0,13524.0,672.0,0.0,0.0,0.0,0.0,3.0,0.0,264051.0,0.0,0.0,0.0,0.0,672.0,0.0,85663.0,6411.0,6384.0,0.0,0.0,0.0,0.0,0.0,Carthage,IL,0
Houghton Motor Transit Line,50386,216545.0,198089.0,59825.0,103150.0,193612.0,48403.0,0.0,0.0,16.0,0.0,577609.0,0.0,0.0,0.0,0.0,101124.0,0.0,67888.0,9258.0,40574.0,0.0,0.0,0.0,0.0,0.0,Houghton,MI,0
"Union County Council on Aging , dba: Union County Transit",50387,304282.0,103602.0,48076.0,20558.0,0.0,0.0,0.0,0.0,6.0,0.0,476518.0,0.0,0.0,0.0,0.0,20558.0,0.0,100573.0,9031.0,9198.0,0.0,0.0,0.0,0.0,0.0,Liberty,IN,0
Marion Area Transit,50388,393788.0,57819.0,338859.0,76930.0,0.0,0.0,0.0,0.0,10.0,0.0,867396.0,0.0,0.0,0.0,0.0,65456.0,0.0,135389.0,15723.0,92721.0,0.0,0.0,0.0,0.0,0.0,Marion,OH,0
"Orange County First Chance Center , dba: Orange County Transit",50389,256990.0,102124.0,0.0,17931.0,15285.0,0.0,4332.0,0.0,5.0,0.0,377045.0,0.0,0.0,0.0,0.0,15682.0,0.0,59548.0,5777.0,8914.0,0.0,0.0,0.0,0.0,0.0,Paoli,IN,0
Ashtabula County Transportation System,50390,801319.0,161301.0,135248.0,396748.0,0.0,0.0,0.0,0.0,32.0,0.0,1494616.0,0.0,0.0,0.0,0.0,40242.0,0.0,328266.0,21292.0,55906.0,0.0,0.0,0.0,0.0,0.0,Jefferson,OH,0
City of Edgerton,50391,30931.0,11220.0,30106.0,13442.0,0.0,0.0,0.0,0.0,1.0,0.0,85699.0,0.0,0.0,0.0,0.0,13442.0,0.0,16915.0,2653.0,4278.0,0.0,0.0,0.0,0.0,0.0,Edgerton,WI,0
"YMCA of Vincennes , dba: VanGo",50392,627399.0,144987.0,101071.0,19729.0,0.0,0.0,0.0,0.0,15.0,0.0,893186.0,0.0,0.0,0.0,0.0,19039.0,0.0,189502.0,11964.0,52287.0,0.0,0.0,0.0,0.0,0.0,Vincennes,IN,0
Trailblazer Joint Powers Board,50394,729127.0,2478017.0,630249.0,1342189.0,0.0,0.0,0.0,0.0,32.0,0.0,5179582.0,0.0,0.0,0.0,0.0,1342189.0,0.0,1060286.0,46105.0,207168.0,0.0,0.0,0.0,0.0,0.0,Glencoe,MN,0
Gladwin City/County Transit,50395,816505.0,705862.0,317239.0,161118.0,210471.0,52618.0,0.0,0.0,18.0,0.0,2000724.0,0.0,0.0,0.0,0.0,154242.0,0.0,518343.0,38733.0,67117.0,0.0,0.0,0.0,0.0,0.0,Gladwin,MI,0
City of Jefferson,50396,98864.0,26531.0,26830.0,32815.0,0.0,0.0,0.0,0.0,2.0,0.0,185040.0,0.0,0.0,0.0,0.0,32815.0,0.0,46061.0,6241.0,12231.0,0.0,0.0,0.0,0.0,0.0,Jefferson,WI,0
Hubbard County,50397,84354.0,356798.0,106524.0,64145.0,0.0,0.0,0.0,0.0,12.0,0.0,611821.0,0.0,0.0,0.0,0.0,64145.0,0.0,69055.0,7485.0,30916.0,0.0,0.0,0.0,0.0,0.0,Park Rapids,MN,0
Belding-Dial-A-Ride,50398,112331.0,97117.0,30184.0,39254.0,0.0,0.0,0.0,0.0,5.0,0.0,278886.0,0.0,0.0,0.0,0.0,37439.0,0.0,54375.0,6125.0,23385.0,0.0,0.0,0.0,0.0,0.0,Belding,MI,0
"Fayette County Council Agency on Aging and Aged, dba: Fayette County Public Transit",50399,332613.0,93662.0,34935.0,34946.0,2996.0,0.0,2093.0,0.0,9.0,0.0,496156.0,0.0,0.0,0.0,0.0,34946.0,0.0,181323.0,15061.0,27625.0,0.0,0.0,0.0,0.0,0.0,Connersville,IN,0
City of Fort Atkinson,50400,77485.0,56555.0,67683.0,97319.0,0.0,0.0,0.0,0.0,7.0,0.0,299042.0,0.0,0.0,0.0,0.0,97319.0,0.0,75709.0,9454.0,31570.0,0.0,0.0,0.0,0.0,0.0,Fort Atkinson,WI,0
Bay Area Rural Transit Commission,50401,1347480.0,62420.0,53421.0,121739.0,41607.0,0.0,10402.0,0.0,17.0,0.0,1585060.0,0.0,0.0,0.0,0.0,121739.0,0.0,794195.0,42828.0,88599.0,0.0,0.0,0.0,0.0,0.0,Ashland,WI,0
"Wells County Council on Aging , dba: Wells on Wheels",50403,429694.0,121452.0,154611.0,21866.0,0.0,0.0,0.0,0.0,8.0,0.0,727623.0,0.0,0.0,0.0,0.0,21866.0,0.0,147313.0,12276.0,27623.0,0.0,0.0,0.0,0.0,0.0,Bluffton,IN,0
Greenville Transit,50404,134115.0,116374.0,37646.0,45562.0,0.0,0.0,0.0,0.0,6.0,0.0,333697.0,0.0,0.0,0.0,0.0,45562.0,0.0,58102.0,7779.0,23370.0,0.0,0.0,0.0,0.0,0.0,Greenville,MI,0
City of Wisconsin Rapids,50405,316436.0,119687.0,159013.0,337694.0,0.0,0.0,0.0,0.0,11.0,0.0,932830.0,0.0,0.0,0.0,0.0,337694.0,0.0,404265.0,38152.0,77259.0,0.0,0.0,0.0,0.0,0.0,Wisconsin Rapids,WI,0
Lancaster Public Transit System,50406,985100.0,328018.0,221370.0,441888.0,0.0,20404.0,0.0,0.0,32.0,0.0,1976376.0,0.0,0.0,0.0,0.0,75277.0,0.0,426671.0,29334.0,111259.0,0.0,0.0,0.0,0.0,0.0,Lancaster,OH,0
"City of Bedford, dba: Transit Authority of Stone City",50407,395625.0,168414.0,95511.0,0.0,2320.0,0.0,1225.0,0.0,5.0,0.0,659550.0,0.0,0.0,0.0,0.0,0.0,0.0,60185.0,6225.0,20398.0,0.0,0.0,0.0,0.0,0.0,Bedford,IN,0
"Hancock, City of",50408,112661.0,119592.0,55892.0,53690.0,0.0,0.0,0.0,0.0,4.0,0.0,341835.0,0.0,0.0,0.0,0.0,53648.0,0.0,68367.0,6126.0,21828.0,0.0,0.0,0.0,0.0,0.0,Hancock,MI,0
Clintonville Transit Commission,50409,62395.0,13911.0,31616.0,8819.0,0.0,0.0,0.0,0.0,2.0,0.0,116741.0,0.0,0.0,0.0,0.0,8819.0,0.0,15712.0,3549.0,5873.0,0.0,0.0,0.0,0.0,0.0,Clintonville,WI,0
Fayette County Transportation Program,50410,653127.0,193478.0,77475.0,327384.0,0.0,0.0,0.0,0.0,28.0,0.0,1251464.0,0.0,0.0,0.0,0.0,11663.0,0.0,257438.0,9808.0,24028.0,0.0,0.0,0.0,0.0,0.0,Washington Court House,OH,0
"Logan County, dba: SHOW BUS Public Transportation, NFP",50411,212662.0,75458.0,0.0,35.0,0.0,0.0,0.0,0.0,7.0,0.0,288155.0,0.0,0.0,0.0,0.0,35.0,0.0,101413.0,4220.0,11176.0,0.0,0.0,0.0,0.0,0.0,Lincoln,IL,0
City of Freeport,50412,243526.0,638782.0,0.0,62693.0,0.0,0.0,0.0,0.0,15.0,0.0,945001.0,0.0,0.0,0.0,0.0,62693.0,0.0,226397.0,15895.0,41508.0,0.0,0.0,0.0,0.0,0.0,Freeport,IL,0
Bay Area Transportation Authority,50413,3579579.0,3121960.0,1642765.0,571396.0,542272.0,136968.0,0.0,0.0,152.0,0.0,8915700.0,0.0,0.0,0.0,0.0,418684.0,0.0,1703812.0,114630.0,288774.0,0.0,0.0,0.0,0.0,0.0,Traverse City,MI,0
West Central Mass Transit District,50414,599865.0,987886.0,194019.0,91181.0,0.0,0.0,0.0,0.0,32.0,0.0,1872951.0,0.0,0.0,0.0,0.0,91181.0,0.0,501617.0,34413.0,86956.0,0.0,0.0,0.0,0.0,0.0,Jacksonville,IL,0
Greenville Transit System,50415,390682.0,279884.0,58507.0,129707.0,0.0,0.0,0.0,0.0,7.0,0.0,858780.0,0.0,0.0,0.0,0.0,77415.0,0.0,140841.0,12847.0,44063.0,0.0,0.0,0.0,0.0,0.0,Greenville,OH,0
Mecosta Osceola Transit Authority,50416,550743.0,468164.0,302514.0,32225.0,0.0,0.0,105675.0,0.0,10.0,0.0,1353646.0,0.0,0.0,0.0,0.0,28188.0,0.0,295152.0,15671.0,20782.0,0.0,0.0,0.0,0.0,0.0,Big Rapids,MI,0
City of Tomah,50418,139068.0,78574.0,95558.0,292073.0,0.0,0.0,0.0,0.0,4.0,0.0,605273.0,0.0,0.0,0.0,0.0,292073.0,0.0,295841.0,19541.0,67925.0,0.0,0.0,0.0,0.0,0.0,Tomah,WI,0
Tazewell County,50420,339443.0,384780.0,0.0,111846.0,0.0,0.0,0.0,0.0,17.0,0.0,836069.0,0.0,0.0,0.0,0.0,111846.0,0.0,417264.0,15614.0,39782.0,0.0,0.0,0.0,0.0,0.0,Pekin,IL,0
Morgan County Transit,50421,521612.0,0.0,20564.0,657580.0,0.0,0.0,0.0,0.0,21.0,0.0,1199756.0,0.0,0.0,0.0,0.0,28535.0,0.0,503847.0,25340.0,22841.0,0.0,0.0,0.0,0.0,0.0,Mcconnelsville,OH,0
"Noble County Council on Aging , dba: Noble Transit System",50422,465671.0,147210.0,18183.0,63706.0,7944.0,0.0,9859.0,0.0,11.0,0.0,694770.0,0.0,0.0,0.0,0.0,63706.0,0.0,270352.0,16931.0,25568.0,0.0,0.0,0.0,0.0,0.0,Albion,IN,0
Transportation for Logan County,50424,734545.0,241487.0,19694.0,756249.0,0.0,0.0,0.0,0.0,24.0,0.0,1751975.0,0.0,0.0,0.0,0.0,65769.0,0.0,652471.0,22566.0,62594.0,0.0,0.0,0.0,0.0,0.0,Bellefontaine,OH,0
Piatt County,50425,309881.0,612208.0,139278.0,109713.0,33774.0,0.0,0.0,0.0,11.0,0.0,1171080.0,0.0,0.0,0.0,0.0,34438.0,0.0,390440.0,14506.0,30394.0,0.0,0.0,0.0,0.0,0.0,Monticello,IL,0
Marquette County Transit Authority,50427,1428876.0,1243428.0,784515.0,85786.0,445508.0,91509.0,0.0,0.0,58.0,0.0,3542605.0,0.0,0.0,0.0,0.0,80221.0,0.0,796455.0,67527.0,107486.0,0.0,0.0,0.0,0.0,0.0,Marquette ,MI,0
SEMCAC,50428,353846.0,705827.0,423909.0,170515.0,0.0,0.0,0.0,0.0,13.0,0.0,1654097.0,0.0,0.0,0.0,0.0,170515.0,0.0,257078.0,23995.0,46765.0,0.0,0.0,0.0,0.0,0.0,Rushford,MN,0
Chillicothe Transit System,50429,3438639.0,2351.0,95846.0,3187815.0,0.0,0.0,0.0,0.0,42.0,0.0,6724651.0,0.0,0.0,0.0,0.0,0.0,0.0,546209.0,28122.0,150287.0,0.0,0.0,0.0,0.0,0.0,Chillicothe,OH,0
"Fosston, City of",50430,26893.0,96062.0,20558.0,6727.0,0.0,0.0,0.0,0.0,1.0,0.0,150240.0,0.0,0.0,0.0,0.0,6727.0,0.0,19472.0,2208.0,13570.0,0.0,0.0,0.0,0.0,0.0,Fosston,MN,0
City of Platteville,50431,431267.0,48123.0,10414.0,112651.0,77458.0,0.0,20163.0,0.0,12.0,0.0,602455.0,0.0,0.0,0.0,0.0,112651.0,0.0,170740.0,18532.0,60686.0,0.0,0.0,0.0,0.0,0.0,Platteville,WI,0
County of Kenosha,50432,232985.0,12041.0,12043.0,20809.0,0.0,0.0,0.0,0.0,4.0,0.0,277878.0,0.0,0.0,0.0,0.0,20809.0,0.0,123756.0,6173.0,7902.0,0.0,0.0,0.0,0.0,0.0,Kenosha,WI,0
Transportation Resources For Independent People of Sandusky (TRIPS),50433,617968.0,0.0,9604.0,616124.0,0.0,0.0,0.0,0.0,28.0,0.0,1243696.0,0.0,0.0,0.0,0.0,36580.0,0.0,313811.0,16686.0,31832.0,0.0,0.0,0.0,0.0,0.0,Fremont,OH,0
Pickaway Area Rural Transit,50434,255267.0,215127.0,47544.0,9706.0,0.0,0.0,0.0,0.0,24.0,0.0,527644.0,0.0,0.0,0.0,0.0,9706.0,0.0,107291.0,7103.0,22380.0,0.0,0.0,0.0,0.0,0.0,Circleville,OH,0
City of Lake Mills,50435,63457.0,13981.0,23164.0,12321.0,0.0,0.0,0.0,0.0,2.0,0.0,112923.0,0.0,0.0,0.0,0.0,12321.0,0.0,19886.0,3647.0,5678.0,0.0,0.0,0.0,0.0,0.0,Lake Mills,WI,0
St. Joseph County Transportation Authority,50436,844147.0,719667.0,257080.0,226280.0,50560.0,12640.0,0.0,0.0,48.0,0.0,2047174.0,0.0,0.0,0.0,0.0,220358.0,0.0,656670.0,32772.0,57542.0,0.0,0.0,0.0,0.0,0.0,Three Rivers,MI,0
Big Rapids Dial-A-Ride,50437,286505.0,242053.0,85744.0,87324.0,116925.0,29231.0,0.0,0.0,14.0,0.0,701626.0,0.0,0.0,0.0,0.0,79674.0,0.0,139633.0,11548.0,81774.0,0.0,0.0,0.0,0.0,0.0,Big Rapids,MI,0
Logan Transit System,50438,292968.0,256756.0,258.0,62699.0,59172.0,0.0,0.0,0.0,10.0,0.0,612681.0,0.0,0.0,0.0,0.0,26745.0,0.0,140958.0,10205.0,17356.0,0.0,0.0,0.0,0.0,0.0,Glouster,OH,0
Seneca-Crawford Area Transportation,50440,816890.0,662332.0,131784.0,154445.0,0.0,0.0,0.0,0.0,46.0,0.0,1765451.0,0.0,0.0,0.0,0.0,62962.0,0.0,372706.0,28838.0,70007.0,0.0,0.0,0.0,0.0,0.0,Tiffin,OH,0
"Living Wells in Wabash County Council on Aging , dba: Wabash County Transit",50441,317529.0,113848.0,22551.0,25847.0,26276.0,0.0,6569.0,0.0,4.0,0.0,479775.0,0.0,0.0,0.0,0.0,17936.0,0.0,78991.0,5090.0,13416.0,0.0,0.0,0.0,0.0,0.0,Wabash,IN,0
County of La Crosse,50442,380855.0,12030.0,73440.0,18674.0,0.0,0.0,12692.0,0.0,4.0,0.0,484999.0,0.0,0.0,0.0,0.0,18674.0,0.0,304410.0,9727.0,17280.0,0.0,0.0,0.0,0.0,0.0,La Crosse,WI,0
"White County Council on Aging , dba: White County Public Transit",50444,190370.0,50236.0,44918.0,15823.0,0.0,0.0,0.0,0.0,5.0,0.0,301347.0,0.0,0.0,0.0,0.0,15073.0,0.0,50355.0,5160.0,9857.0,0.0,0.0,0.0,0.0,0.0,Monticello,IN,0
Wadena County Social Services,50446,124473.0,624002.0,12384.0,124704.0,72750.0,9094.0,9094.0,0.0,8.0,0.0,885563.0,0.0,0.0,0.0,0.0,124704.0,0.0,189053.0,11883.0,53028.0,0.0,0.0,0.0,0.0,0.0,Wadena,MN,0
"Coles County, dba: Coles County Council on Aging",50447,783472.0,403512.0,0.0,26169.0,0.0,0.0,0.0,0.0,34.0,0.0,1213153.0,0.0,0.0,0.0,0.0,26169.0,0.0,197765.0,11537.0,31820.0,0.0,0.0,0.0,0.0,0.0,Charleston,IL,0
